id,LAI1,POP1,POP1_2,xcoord,ycoord
"0",3.69230771064758,1.42947769165039,1.42947769165039,-76.520748291,3.602973268
"1",3.69230771064758,1.46733975410461,1.46733975410461,-76.518946489,3.602973268
"2",4,1.36786770820618,1.36786770820618,-76.517144687,3.602973268
"3",4,1.60466694831848,1.60466694831848,-76.515342885,3.602973268
"4",3.38461542129517,1.6651383638382,1.6651383638382,-76.513541083,3.602973268
"5",3.38461542129517,1.70304822921753,1.70304822921753,-76.511739281,3.602973268
"6",3.38461542129517,1.72723114490509,1.72723114490509,-76.509937479,3.602973268
"7",4.30769205093384,1.77714240550995,1.77714240550995,-76.508135677,3.602973268
"8",4.30769205093384,1.8200478553772,1.8200478553772,-76.506333875,3.602973268
"9",4.92307710647583,1.84330642223358,1.84330642223358,-76.504532073,3.602973268
"10",4.92307710647583,1.76130473613739,1.76130473613739,-76.502730271,3.602973268
"11",4,2.09210515022278,2.09210515022278,-76.500928469,3.602973268
"12",4,2.04343104362488,2.04343104362488,-76.499126667,3.602973268
"13",4,2.55187749862671,2.55187749862671,-76.497324865,3.602973268
"14",4,2.80463123321533,2.80463123321533,-76.495523063,3.602973268
"15",4,4.55539560317993,4.55539560317993,-76.493721261,3.602973268
"16",4.30769205093384,4.57658767700195,4.57658767700195,-76.491919459,3.602973268
"17",4.30769205093384,5.27356052398682,5.27356052398682,-76.490117657,3.602973268
"18",4,9.44979095458984,9.44979095458984,-76.488315855,3.602973268
"19",4,12.6323022842407,12.6323022842407,-76.486514053,3.602973268
"20",4,11.6256303787231,11.6256303787231,-76.4847122509999,3.602973268
"21",3.38461542129517,10.2923202514648,10.2923202514648,-76.4829104489999,3.602973268
"22",3.38461542129517,3.77958703041077,3.77958703041077,-76.4811086469999,3.602973268
"23",3.38461542129517,3.5641918182373,3.5641918182373,-76.4793068449999,3.602973268
"24",3.38461542129517,2.97310066223145,2.97310066223145,-76.4775050429999,3.602973268
"25",3.69230771064758,2.53758144378662,2.53758144378662,-76.4757032409999,3.602973268
"26",3.69230771064758,2.38015413284302,2.38015413284302,-76.4739014389999,3.602973268
"27",3.69230771064758,2.41677284240723,2.41677284240723,-76.4720996369999,3.602973268
"28",3.69230771064758,2.37247061729431,2.37247061729431,-76.4702978349999,3.602973268
"29",3.69230771064758,2.41377782821655,2.41377782821655,-76.4684960329999,3.602973268
"30",4.92307710647583,2.07368588447571,2.07368588447571,-76.4666942309999,3.602973268
"31",4.92307710647583,2.40855431556702,2.40855431556702,-76.4648924289999,3.602973268
"32",6.76923084259033,2.56016683578491,2.56016683578491,-76.4630906269999,3.602973268
"33",6.76923084259033,2.56890273094177,2.56890273094177,-76.4612888249999,3.602973268
"34",6.76923084259033,2.33111667633057,2.33111667633057,-76.4594870229999,3.602973268
"35",6.1538462638855,2.28470158576965,2.28470158576965,-76.4576852209999,3.602973268
"36",6.1538462638855,2.15493512153625,2.15493512153625,-76.4558834189999,3.602973268
"37",5.23076915740967,2.19960165023804,2.19960165023804,-76.4540816169999,3.602973268
"38",5.23076915740967,2.99623394012451,2.99623394012451,-76.4522798149999,3.602973268
"39",5.23076915740967,2.70946455001831,2.70946455001831,-76.4504780129999,3.602973268
"40",5.23076915740967,2.3774745464325,2.3774745464325,-76.4486762109999,3.602973268
"41",4.61538457870483,2.24519085884094,2.24519085884094,-76.4468744089999,3.602973268
"42",4.61538457870483,2.19193172454834,2.19193172454834,-76.4450726069999,3.602973268
"43",4.61538457870483,1.74672281742096,1.74672281742096,-76.4432708049999,3.602973268
"44",4.61538457870483,1.78562927246094,1.78562927246094,-76.4414690029999,3.602973268
"45",4.61538457870483,1.81873261928558,1.81873261928558,-76.4396672009999,3.602973268
"46",4.30769205093384,2.03240418434143,2.03240418434143,-76.4378653989999,3.602973268
"47",4.30769205093384,2.19095921516418,2.19095921516418,-76.4360635969999,3.602973268
"48",4.30769205093384,3.12573385238647,3.12573385238647,-76.4342617949999,3.602973268
"49",4.30769205093384,3.33727312088013,3.33727312088013,-76.4324599929999,3.602973268
"50",4.30769205093384,3.25474715232849,3.25474715232849,-76.4306581909999,3.602973268
"51",5.23076915740967,3.51677370071411,3.51677370071411,-76.4288563889999,3.602973268
"52",5.23076915740967,3.11492586135864,3.11492586135864,-76.4270545869999,3.602973268
"53",5.8461537361145,3.28881168365479,3.28881168365479,-76.4252527849999,3.602973268
"54",5.8461537361145,2.99784326553345,2.99784326553345,-76.4234509829999,3.602973268
"55",5.23076915740967,3.61237215995789,3.61237215995789,-76.4216491809999,3.602973268
"56",5.23076915740967,3.16260886192322,3.16260886192322,-76.4198473789998,3.602973268
"57",5.23076915740967,2.92662739753723,2.92662739753723,-76.4180455769998,3.602973268
"58",5.23076915740967,2.55538392066956,2.55538392066956,-76.4162437749998,3.602973268
"59",5.23076915740967,3.09429407119751,3.09429407119751,-76.4144419729998,3.602973268
"60",5.53846120834351,3.08491182327271,3.08491182327271,-76.4126401709998,3.602973268
"61",5.53846120834351,3.38280129432678,3.38280129432678,-76.4108383689998,3.602973268
"62",5.8461537361145,3.5123655796051,3.5123655796051,-76.4090365669998,3.602973268
"63",5.8461537361145,3.88476276397705,3.88476276397705,-76.4072347649998,3.602973268
"64",5.8461537361145,4.41576814651489,4.41576814651489,-76.4054329629998,3.602973268
"65",6.76923084259033,4.93980264663696,4.93980264663696,-76.4036311609998,3.602973268
"66",6.76923084259033,7.59910011291504,7.59910011291504,-76.4018293589998,3.602973268
"67",9.23076915740967,7.88069725036621,7.88069725036621,-76.4000275569998,3.602973268
"68",9.23076915740967,9.086256980896,9.086256980896,-76.3982257549998,3.602973268
"69",9.23076915740967,9.54512596130371,9.54512596130371,-76.3964239529998,3.602973268
"70",9.23076915740967,8.22268295288086,8.22268295288086,-76.3946221509998,3.602973268
"71",9.23076915740967,12.1262817382813,12.1262817382813,-76.3928203489998,3.602973268
"72",8.61538410186768,11.831169128418,11.831169128418,-76.3910185469998,3.602973268
"73",8.61538410186768,6.14826488494873,6.14826488494873,-76.3892167449998,3.602973268
"74",7.38461542129517,5.34863471984863,5.34863471984863,-76.3874149429998,3.602973268
"75",7.38461542129517,6.16816091537476,6.16816091537476,-76.3856131409998,3.602973268
"76",5.8461537361145,6.2763671875,6.2763671875,-76.3838113389998,3.602973268
"77",5.8461537361145,8.27906799316406,8.27906799316406,-76.3820095369998,3.602973268
"78",5.8461537361145,8.38328838348389,8.38328838348389,-76.3802077349998,3.602973268
"79",4.92307710647583,7.3076171875,7.3076171875,-76.3784059329998,3.602973268
"80",4.92307710647583,4.51597595214844,4.51597595214844,-76.3766041309998,3.602973268
"81",4.61538457870483,4.23690128326416,4.23690128326416,-76.3748023289998,3.602973268
"82",4.61538457870483,4.83883905410767,4.83883905410767,-76.3730005269998,3.602973268
"83",4.92307710647583,9.29372119903564,9.29372119903564,-76.3711987249998,3.602973268
"84",4.92307710647583,9.15132904052734,9.15132904052734,-76.3693969229998,3.602973268
"85",4.92307710647583,4.85694551467896,4.85694551467896,-76.3675951209998,3.602973268
"86",4.92307710647583,4.4930477142334,4.4930477142334,-76.3657933189998,3.602973268
"87",4.92307710647583,2.29487013816833,2.29487013816833,-76.3639915169998,3.602973268
"88",4.61538457870483,2.08225703239441,2.08225703239441,-76.3621897149998,3.602973268
"89",4.61538457870483,1.53802073001862,1.53802073001862,-76.3603879129998,3.602973268
"90",5.53846120834351,1.34099936485291,1.34099936485291,-76.3585861109998,3.602973268
"91",5.53846120834351,1.31875312328339,1.31875312328339,-76.3567843089997,3.602973268
"92",5.53846120834351,1.2175018787384,1.2175018787384,-76.3549825069997,3.602973268
"93",5.53846120834351,1.15033078193665,1.15033078193665,-76.3531807049997,3.602973268
"94",5.53846120834351,1.11709523200989,1.11709523200989,-76.3513789029997,3.602973268
"95",5.23076915740967,1.08647179603577,1.08647179603577,-76.3495771009997,3.602973268
"96",5.23076915740967,1.07096254825592,1.07096254825592,-76.3477752989997,3.602973268
"97",5.53846120834351,1.05147767066956,1.05147767066956,-76.3459734969997,3.602973268
